job_title,company,job_location,job_summary,post_date,today,job_salary,job_url
Graduate Engineer Trainee - Data Analyst,RBHU ETG Private Limited,"Navi Mumbai, Maharashtra","Create data governance policies like RLS to manage data security.,Python/R for data science.,Access data stored in databases/warehouses/flat files.",Posted3 days ago,2022-07-26,"₹4,00,000 - ₹6,14,481 a year",https://in.indeed.com/company/RBHU-ETG-Private-Limited/jobs/Graduate-Engineer-Trainee-097f93e5670f12d0?fccid=20f3451d17d09a1c&vjs=3
Data Analyst: Full Time,Heart It Out,"Remote in Bengaluru, Karnataka","Should be comfortable with data viz tools like tableau , data studio etc.,Developing software and data models.,Manages and improves existing reporting systems.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=7ccf2cc5b3f32cef&fccid=077cb259e6857b69&vjs=3
Business Intelligence Analyst,SafeGuard Global,Remote,"Analyse and understand requests for data sets; create, test and deliver these data sets to consumers as required.,Provide a high standard of customer care.",Posted11 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=3c293fb936483c7f&fccid=7c2ce654cc366ec1&vjs=3
Sustainability Analyst,Rystad Energy,"Bengaluru, Karnataka","Analytical and solid experience within data management/handling.,Research, gather, clean and analyze data related to oil and gas emissions product portfolio.",Posted2 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=125a5ad0e18a8e8b&fccid=be398532a6d0d972&vjs=3
Data Analyst Power bi with Python,Intellecto Global Services,"Remote in Chennai, Tamil Nadu","O Good to have : Working knowledge of data warehousing infra tools like Hive.,O Attention to detail and strong data orientationo Ability to adapt to and learn…",Hiring ongoing,2022-07-26,"₹25,000 - ₹28,000 a month",https://in.indeed.com/company/GLIM-TECHNOLOGIES/jobs/Data-Analyst-Power-Bi-Python-8ad2fc8cc665ddaa?fccid=3e29f27a66c997cf&vjs=3
Data Analyst,AlphaExpression Technologies,"Pattom, Thiruvananthapuram, Kerala","Study and convert functional requirements into technical tasks.,Analyse, calculate and provide estimates.,Ensure the product meets the requirements.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=61ca40d045c78707&fccid=342e2af6a6c349ae&vjs=3
BI Data Analyst,Logitech,"Chennai, Tamil Nadu","The data analyst is responsible for collecting and analyzing internal & external data for reporting.,Defining new data collection processes and analysis on data…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=a719791f69714313&fccid=30f93a2656b8e223&vjs=3
Research Analyst,ITP Software India Pvt. Ltd,"Hyderabad, Telangana","Collecting data from sources such as public opinion surveys and election results 3.,As a researcher you should be able to study the development of political…",Posted3 days ago,2022-07-26,"₹25,000 - ₹50,000 a month",https://in.indeed.com/company/Buidlnext-Infracon-Pvt-ltd/jobs/Research-Analyst-43ef9cf45e2f9851?fccid=f3b3a6cdad3a2351&vjs=3
Data Analyst - Senior Analyst,Deloitte,"Bengaluru, Karnataka","Deep understanding of Performance Management systems, HR data and reporting.,This role will also require expertise on MS Excel - VBA for analysis across the…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=2c1eb7385c56b9c9&fccid=9e215d88a6b33622&vjs=3
Junior Analyst,GfK,"Gurgaon, Haryana","To meet the agreed daily/weekly/monthly targets and deadlines.,To meet or exceed productivity benchmarks for Junior Analyst’s targets.",Posted6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=9f5e4c8d8b46cd9f&fccid=941c4fb004be80b8&vjs=3
Data Analyst,Relevance Lab,"Remote in Bengaluru, Karnataka","Must be experienced with large volume data analysis.,Gather requirements & create the data pipeline which will be used by Tableau Developer.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=c208811ea1e1a10f&fccid=373b7432358fd576&vjs=3
MIS Data Analyst,Vantage Circle,"Guwahati, Assam","Maintain a thorough understanding of data and information resources.,Perform data analysis for generating reports on a periodic basis.",Posted11 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=f880460466d1c6ab&fccid=8d9fffcdd5841e47&vjs=3
job Data Analytics,CODERS BRAIN TECHNOLOGY PRIVATE LIMITED,Remote,"Works with data analysts to ensure QA, Launch and Post Launch validations.,Adobe Target Implementation - Focus on Web.,Total work: 8 years (Preferred).",EmployerActive 7 days ago,2022-07-26,,https://in.indeed.com/company/CODERS-BRAIN-TECHNOLOGY-PRIVATE-LIMITED/jobs/Data-Analytic-d4df6a3a8f23dc56?fccid=98b62fbc127037a0&vjs=3
Analyst-Online Ops and Resolution,Lowe's,"Remote in Bengaluru, Karnataka","The Data & Analytics teams help make data-driven decisions in merchandising, store operations, finance, and supply chain.,3+ years of work experience.",Posted6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=2661031ce6ef533f&fccid=402f23c7b01ca527&vjs=3
Data and Infrastructure Analyst,Bechtel,Andaman and Nicobar Islands,"Large scale data entry from various source media.,Entering data into a Geographic Information System (GIS) environment.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=e995ea48f9bed5b1&fccid=40dab2048c41a718&vjs=3
Technical Business Analyst,Vv Consultancy,"Remote in Bengaluru, Karnataka","Approve data model changes as a Data Team Reviewer and code owner for specific database and data model schemas.,Programming languages such as Python or R;",Posted13 days ago,2022-07-26,"₹40,000 a month",https://in.indeed.com/company/VV-Consultancy/jobs/Technical-Business-Analyst-e1cef90b20330dc7?fccid=d9b40948b47cb63e&vjs=3
Analyst-Data Maintenance,Accenture,"Bengaluru, Karnataka+1 location","The role may also need expertise in managing clinical data management projects.,The team is responsible for performing data management activities including…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=7be3fd4b6b82247e&fccid=a4e4e2eaf26690c9&vjs=3
Data Analyst,Sri Renga Global,"Tiruchchirappalli, Tamil Nadu",Skill : knowledge in system and ms office.,Posted4 days ago,2022-07-26,"₹5,000 - ₹6,000 a month",https://in.indeed.com/company/SRG/jobs/Data-Analyst-12865d26eb59a0ec?fccid=e07d07ebc1e5fe81&vjs=3
Data Analyst,Futurism,"Pune, Maharashtra","Performs regular backups to ensure data preservation.,Any data scraping tools knowledge will add an advantage.,Strong written and verbal communication skills.",Posted7 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=c6a3b5f3b8dccdba&fccid=2dfd0c9aa351a953&vjs=3
Data Management & Spend Analysis,Skyleaf Consultants,"Gurgaon, Haryana","The position shall be responsible for data management and performing Spend.,The position shall be responsible for helping sourcing team as well as multiple…",Posted19 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=376ea7cadfae00b3&fccid=ce95b1d76a83a378&vjs=3
MIS & Data Analytics,Megara Infotech,"Gurgaon, Haryana","Maintaining data in Excel (includes Formula (Sum, count, if), Pivot Table,H-Look Up, V-Look Up.,Typing in the English language without spelling mistakes.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=bb76041c5bb0d77f&fccid=1171e43a882643a9&vjs=3
Data analyst - SQL,Aon Corporation,"Bengaluru, Karnataka",Bachelors or Master Degree or University Degree or equivalent with including 1 to 3 years of relevant experience as a Data Analyst with SQL experience.,Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=54a5ebc3a8d57cee&fccid=dc08cb56cb2d6276&vjs=3
BI Analyst,Haven Infoline Pvt Ltd.,"Mumbai, Maharashtra","# Acquire data from primary or secondary data sources and maintain databases/data systems.,# Technical expertise regarding data models, database design…",EmployerActive 4 days ago,2022-07-26,"₹20,000 - ₹30,000 a month",https://in.indeed.com/company/Lockated/jobs/Bi-Analyst-dfaa1ddbd715b9a6?fccid=c3a00d0fffc79318&vjs=3
Data Analyst,Decision Tree,"Gurgaon, Haryana","Perform data research, analysis, and logical data modeling to validate and document the usage of business data artifacts.,Identify and analyze target segments.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=623c6080f7c30a72&fccid=71cee6dec7f0dacb&vjs=3
Research Analyst,Alchemy Research and Analytics,"Durgapur, West Bengal","Strong analytical and data gathering ability.,Rapid research - data collation and presentation from databases or Internet search.",EmployerActive 6 days ago,2022-07-26,"₹2,40,000 a year",https://in.indeed.com/company/Alchemy-Research-&-Analytics/jobs/Research-Analyst-b2189b5367a10ee5?fccid=08bf293ad6849c3a&vjs=3
Data Analyst,Varsity Educational Management Pvt. Ltd,"Jubilee Hills, Hyderabad, Telangana","Hope you are doing great and we need urgent candidate for data analyst with good techinical knowledge.,R or Python-Statistical Programming.",EmployerActive 4 days ago,2022-07-26,"₹30,000 a month",https://in.indeed.com/company/Varsity-Educational-Management-Pvt.-Ltd/jobs/Data-Analyst-45c96905234d94b4?fccid=2c526ca9b704cf55&vjs=3
Data Operations Analyst,Clearstate Pte. Ltd,"Gurgaon, Haryana","The candidate will provide data upload and reporting insights, implementation of activities against data pulls, and help improve the quality of customer data.",Posted12 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=10701dc9779fbcd5&fccid=6b14176a0fb03101&vjs=3
Power-Bi Specialist,EPC Group,Remote,"Knowledge on Connecting multiple data sources, importing data, and transforming data for Business Intelligence.,Extensive experience with M and DAX functions.",EmployerActive 4 days ago,2022-07-26,"₹70,000 a month",https://in.indeed.com/company/EPC-Group/jobs/Power-Bi-Specialist-35dca173a8a90920?fccid=5eb24b140b77af68&vjs=3
Senior Data Engineer/BIA Analyst,Danske Bank,"Bengaluru, Karnataka","SQL, SAS, Hadoop, Hive, ETL, Spark, Scala, DataStage.",PostedToday,2022-07-26,,https://in.indeed.com/rc/clk?jk=bfc0a6a1306001d0&fccid=a55c9f39750a39af&vjs=3
Data Analyst,PipeCandy,"Remote in Chennai, Tamil Nadu",Collaborate and work closely with data quality teams to ensure adherence to data ingestion and data governance standards.,Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=9148ebca15f02d35&fccid=cc4dc20349e35cc0&vjs=3
Supply Chain Analyst,Shell,"Bengaluru, Karnataka","Strong analytical abilities, able to handle and interpret large volumes of data, and out of box thinking to provide valuable insights on economic, technical,…",Posted6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=6fb6d19b08bf8878&fccid=167aa4ca2fe7d8e6&vjs=3
Cybersecurity Analyst for Cybersecurity Operations,Siemens,"Pune, Maharashtra","As a Security Analyst, you will.,Monitor and review notable events in Splunk Enterprise Security dashboards.,Resolve false positives and communicate effectively…",Posted6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=e10bd92ca39b5c52&fccid=ea6bb53f0b18b8f2&vjs=3
Associate Client Data Analyst,FIS Global,"Pune, Maharashtra","Utilizes systems and data to resolve business issues in the most effective and productive manner.,Experienced (relevant combo of work and education).",PostedToday,2022-07-26,,https://in.indeed.com/rc/clk?jk=f5947bbb93d84ca5&fccid=74e36d81c894b4b7&vjs=3
Data Analyst,BatchService,Remote,"We are looking for an experienced data analyst, preferably with additional data science, machine learning and AI experience.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=bef52fa6ffe1bbd9&fccid=6b7e3270f68d9ee6&vjs=3
Data Investigations Analyst,Standard Chartered,"Chennai, Tamil Nadu","Proactive identification of data quality issues arising across client data domains, and risks emanating from them.,Internal audits and Quality assurance.",Posted25 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=4bb2304289fc0a4b&fccid=5249cd8e17163cb5&vjs=3
Analyst,EY,"Gurgaon, Haryana","Co-ordinate with the team and assist in creating process management templates, trackers using excel to make the data management, reporting, monitoring steps…",Posted13 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=108b8ed13c73de4a&fccid=1544766d4c2915b0&vjs=3
Firmwide Regulatory Reporting & Analysis (FRRA) - Data & Pla...,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka","Drive completeness and accuracy of data through data sourcing, data validations, data adjustments, and data reconciliations.",Posted5 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=6330ed1941f543bf&fccid=aaf3b433897ea465&vjs=3
Analyst-Clinical Data Management (CDM),Accenture,"Bengaluru, Karnataka+1 location","The team also managing clinical data management projects.,The team is responsible for performing data management activities including discrepancy review, query…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=db94d428751f7078&fccid=a4e4e2eaf26690c9&vjs=3
Content Analyst - Drug Forecast,Clarivate,"Hyderabad, Telangana","Ability to research and synthesize data and information.,Responsible for accurate interpretation of data relevant to drugs in the form of research and analysis.",Posted11 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=a8b3bd74df4c9541&fccid=39cdc80b98113925&vjs=3
Intern - Business Analyst,Climate Connect,Remote,"Ability to analyze data using Microsoft Excel, Word, Powerpoint, etc.,With flexible hours and merit-based reward systems, we offer tremendous potential for…",Posted14 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=b77cdd067c5f322d&fccid=73a370368bf25684&vjs=3
Data/Business Analyst,TrueCover,India,"Collating data from various sources.,Love, eat and pray sanity of data.,Analyse data and bring out the story it represents.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=0e0e6bcac66a87c3&fccid=47ed9ca27520d55d&vjs=3
Data Analyst-Tech,Chqbook,"Gurgaon, Haryana","Compile and analyze data related to business' issues.,Develop clear visualizations to convey complicated data in a straightforward fashion.",Posted28 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=77a0b319d4dbb7b7&fccid=4a2c6f45ac7bb5e9&vjs=3
Senior Performance Data Analyst,Deutsche Bank,"Mumbai, Maharashtra","Ensure that quarterly or annual data updates are timely processed and uploaded.,Oversight and development of the total EMEA & APAC DWS Real Estate performance…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=ddd860bb01e65b6e&fccid=f1d8e147024abb3f&vjs=3
Analyst -Trading Analytics Data Team,Cargill,"Gurgaon, Haryana","Minimum of two years of experience with data or data warehousing systems.,Partner with and support other data analysts to validate quality and coverage of…",Posted10 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=dd289d69786518dc&fccid=d7d9a8241ba2f3ec&vjs=3
Data Analyst,Surgical Notes RCM LLC,"Noida, Uttar Pradesh","Leverage data from Salesforce and other reporting platforms to analyze data and convert information into insight.,Speaking and listening on a telephone.",Posted24 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=0b0868866e6ca52b&fccid=42a1a3f0a8b554b7&vjs=3
Eyeota | Business Intelligence Analyst,Eyeota,Remote,"5-8 years’ work experience in a business intelligence or analyst role.,Deliver ad-hoc data extracts for day-to-day business decision making.",Posted19 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=cfd6264ca2eced18&fccid=a0ce147eb36e1fa5&vjs=3
Business Analyst,Shell,"Bengaluru, Karnataka","Work with Process Experts / Process Excellence Team, IT Advisors and Product Managers for streamlined delivery on Tax L&F Requirements.",PostedToday,2022-07-26,,https://in.indeed.com/rc/clk?jk=ad434b3b61e91533&fccid=167aa4ca2fe7d8e6&vjs=3
Data Analyst,Bombay Play,"Bengaluru, Karnataka","Prototyping new ways to visualise and understand data relationships.,You will find that this role will challenge you to combine your computational & statistical…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=44a9dfc2e1de201d&fccid=65ce5d56294acb59&vjs=3
Data Analyst,NEXTWAVE MULTIMEDIA,"Royapettah, Chennai, Tamil Nadu","Coordinate with both Strategic and development team explaining data insights and predictions.,Good experience with SQL, data modeling, dashboarding and…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=06b5982993789bed&fccid=e504ec9ad54895e5&vjs=3
Data Analyst,V-Align Technologies,"Bengaluru, Karnataka",Candidates with 1 to 2 years’ experience statistical data analysis.,Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=10cddbc1da7d5e09&fccid=af63cb2d55132990&vjs=3
MIS Analyst,A & J Global Solutions Private Limited,"Hyderabad, Telangana","Acquire data from primary or secondary data sources and maintain databases/data systems.,Ensure the data quality and integrity in databases.",EmployerActive 5 days ago,2022-07-26,"₹4,00,000 - ₹6,00,000 a year",https://in.indeed.com/company/A-&-J-Global-Solutions-Private-Limited/jobs/Mis-Analyst-932068641fc0d18d?fccid=2f21af1cc89e3649&vjs=3
Senior Data Analyst,Flipkart,"Bengaluru, Karnataka","Design and develop complex data queries to move and transform data from operational data sources to analytical databases.,Understanding of macros is beneficial.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=8e13a082183bd557&fccid=c8e55b1b92c9854c&vjs=3
Data Analyst,Hudson Data,Remote in India,"Compile and analyze data related to business issues.,You think about data in terms of statistical distributions and have a big enough analytics toolbox to know…",Posted13 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=4f66396a822b5bf4&fccid=7c718e4183b9edc2&vjs=3
Analyst - Bing,InMobi,"Bengaluru, Karnataka","Experienced using Excel to analyze information,Advance Excel, SQL, including data manipulation and data analysis.,2+ years search or digital media experience.",Posted7 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=ae5f2fffd4f3646e&fccid=fa9109382804a575&vjs=3
Sr Data Warehouse Analyst,Honeywell,"Bengaluru, Karnataka","Experience with SSIS and general administrative data experience.,Understanding of best-in-class model and data configuration and development processes.",Posted12 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=03a97d02c6609ff4&fccid=50208b5bf45ee3b8&vjs=3
Data Analyst,Targray,"Gurgaon, Haryana","Developing and maintaining databases, data systems – reorganizing data in a readable format.,Technical proficiency regarding database design development, data…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=d7d13eea61452eb4&fccid=6965745a75bb623d&vjs=3
Analyst / Sr. Analyst - US Strategy & Research,Deloitte,"Gurgaon, Haryana","And be able to advise/direct others to find the best data/research quickly and reliably.,Know a wide variety of secondary data sources (e.g. Factiva, Capital IQ…",Posted7 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=f47650e865ef1e45&fccid=9e215d88a6b33622&vjs=3
Data Business Analyst | 3 to 7 years | Mumbai/Bengaluru/Pune,Capgemini,"Mumbai, Maharashtra","Good to have knowledge of data transformation, data mapping, operations, and basics of ETL tools.,Basics of data analysis using R/ Python etc.",Posted2 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=281e1cf10be64a01&fccid=105ecfd0283f415f&vjs=3
Financial Data Analyst - ESG,ZM Financial Systems,"Bengaluru, Karnataka",Liaise with analysts in order to understand and report the findings and observations of data needed for analysis and publications.,Posted10 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=bf38512dfc8a44d1&fccid=7e9f8411cc2b1ce8&vjs=3
Data Analyst,HotelHub,"Bengaluru, Karnataka","New data collection from internet.,String data mapping skills by joining multiple tables in SQL DB.,Bachelor or Master degree in Science or Information…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=fa0eb88bec6ab30b&fccid=3e79be28850206b9&vjs=3
Business Analyst,EY,"Bengaluru, Karnataka","Designs functional specifications of applications to address business and user needs.,Identifies internal and external factors which may impact requirements.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=3b4a63b7682e3ddb&fccid=1544766d4c2915b0&vjs=3
Data Operation Analyst I ( R- 12502),Dun & Bradstreet,"Mumbai, Maharashtra","Ensuring full accuracy of data and quality.,Designation: Data Operations Analyst Department: Finance Solutions, Risk & Compliance.",Posted12 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=90dfeac424e612f8&fccid=fa0ca3b638673d62&vjs=3
Security Analyst,NTT Ltd,"Hyderabad, Telangana","Knowledge of and experience with databases (writing queries, analyzing data, developing reports, etc.).,Knowledge of and experience with any security tools…",Posted4 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=b8125c2a12571a89&fccid=906e0ed766138448&vjs=3
MIS - Data Analyst 1,EY,"Bengaluru, Karnataka","Using statistical tools to interpret data sets, propose data points with patterns that could be valuable for diagnostic and predictive analytics efforts.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=1c4c642cd452b2cd&fccid=1544766d4c2915b0&vjs=3
Data Analyst,predera,"Hyderabad, Telangana","Proven working experience as a data analyst.,Acquire data from primary or secondary data sources and maintain databases/data systems.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=542a648a6e4aec30&fccid=2e21d905cb0036f8&vjs=3
CIB_Client Data Analyst_Operations Specialist,"JPMorgan Chase Bank, N.A.","Hyderabad, Telangana","T o create and maintain Client Reference data basis of firm wide approved standard documentation.,Party Reference Data Utility is responsible for timely and…",PostedToday,2022-07-26,,https://in.indeed.com/rc/clk?jk=b483e1861ddcb4b2&fccid=aaf3b433897ea465&vjs=3
Financial Data Analyst - SFG,Moody's,"Bengaluru, Karnataka","Identify trends/deviations in data and use analytical ability to form well thought out credit conclusions.,Support monitoring/surveillance of issuers by e.g.…",Posted7 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=5e4fa4f07aaa6789&fccid=28eefc5b86560831&vjs=3
Data Analyst - BPO / BPM,Zensar Technologies,"Pune, Maharashtra","2+ years experience as Data Analyst in business ops support fuction.,Hands on knowledge on Process execution and support.,Ready to work in graveyard shift.",Posted10 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=c77d4fce8c008976&fccid=e223a70f4b467dcd&vjs=3
ITS Tranfer Pricing - Advanced Analyst,EY,"Kolkata, West Bengal+1 location","To work with accounting and financial data, analyze, and perform financial adjustment calculation.,To demonstrate a basic understanding of economic principles…",Posted13 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=0c12266f434e7bc9&fccid=1544766d4c2915b0&vjs=3
Senior Clinical Data Analyst,Calyx,"Hyderabad, Telangana","Your hard work will be rewarded with a competitive salary and discretionary performance bonus.,The benefits package includes 25 days' holiday per year, pension…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=7851a87b24a0dcad&fccid=6dab82f168a9dafd&vjs=3
Senior Analyst-Data Support L2,Schneider Electric,"Gurgaon, Haryana",PIM L2 Data Support specialist Purpose of the position The role is necessary for Supporting the PIM/EDMS data within the framework of End to End Service with…,Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=01f96a2ec2782eb5&fccid=8dc4399ddb463d4a&vjs=3
Data Analyst,"Mojocare, Alpha Digital Health","Bengaluru, Karnataka","As a data analyst, you will be responsible for compiling actionable insights from data and assisting program, sales and marketing managers build data-driven…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=cb85fc8d8dbd6780&fccid=dd616958bd9ddc12&vjs=3
"Business Analyst - Strategy , Research and Product Developme...",Climate Connect,Remote,"Skilled in organising the team's knowledge and body of work using various products and data management tools.,Collaborate on creating key research deliverables,…",Posted14 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=1c423ee1569c0cf3&fccid=73a370368bf25684&vjs=3
Data Management Analyst,Honeywell,"Bengaluru, Karnataka","5+ years of experience working in a data warehouse environment and a strong understanding of dimensional data modeling concepts.,Sound ETL knowledge in SSIS.",Posted14 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=7efd296799ccf61c&fccid=50208b5bf45ee3b8&vjs=3
Data Analyst or Senior Data Analyst,Mothersonsumi INfotech & Designs,"Noida, Uttar Pradesh","Initiate and complete – project cycle activities like data collection, integration, clean, data analysis, visualization, feature engineering etc.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=909465a8986da30e&fccid=faafb1e3608f262f&vjs=3
Data Manager - Engineering and BI,Dexndot Solutions,"Bengaluru, Karnataka","Coordinate with data generator and ensure compliance to all enterprise data model according to data.,Build data models, data visualizations and automated…",Posted6 days ago,2022-07-26,"₹35,00,000 a year",https://in.indeed.com/company/Dexndot-Technologies/jobs/Data-Manager-dfa46d0822904fba?fccid=04ff78e03ad5fa67&vjs=3
Data Security Analyst in MNC,SakeeSoft Pvt Ltd,"Bengaluru, Karnataka","Ensure proper and authorized access to data systems.,GAC Analyst Job Description: Enterprise Information Security team in need of an Information Security…",EmployerActive 3 days ago,2022-07-26,"₹15,000 - ₹25,000 a month",https://in.indeed.com/company/SakeeSoft-Pvt-Ltd/jobs/Data-Security-Analyst-Mnc-78fb8450b597d806?fccid=4ab13d0ee3416d58&vjs=3
Data Steward Analyst,JLL,"Bengaluru, Karnataka","The role will have wide range of responsibilities including data extraction, data cleansing, researching multiple data sources to support Master Data Management…",Posted6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=b867ecd3d68b155c&fccid=9917de3c28f569f6&vjs=3
Data Analyst - Subscription Management,Arcadia,"Chennai, Tamil Nadu",Prior experience with data analysis in finance / billing / payments / energy domain or working in similar roles (data analyst) is preferred.,Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=39aa3d3805b4e982&fccid=4cd5e638ad5efc3d&vjs=3
Data Analyst,Study Group,"Noida, Uttar Pradesh","Working knowledge in analyzing e-commerce data and paid advertising data.,Tasks: Convert and integrate complex data from multiple data source into dashboards,…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=968ca09546582ae8&fccid=d0d30499c8b16494&vjs=3
Data Analyst,TLC,"New Delhi, Delhi","Responsible for tracking, reporting, and analyzing the performance of marketing activities, ad-hoc analytic requests, and development/automation of regular…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=cee84779a6c3e301&fccid=c34475e12f4901e1&vjs=3
"Analyst, Data Quality",Evolent Health,"Temporarily Remote in Pune, Maharashtra","Activities include: Define and maintain data standards, definitions, and models (e.g. data dictionary, organizational data model.",Posted7 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=22fc937df1c1c259&fccid=3586973f5b1c82b8&vjs=3
Data Scientist / Analyst,Deutsche Bank,"Bengaluru, Karnataka","Intermediate to advanced knowledge in data science, big data tools and infrastructural components – Hadoop / PySpark / Jupyter.,Best in class leave policy.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=ab7a47302742cfa1&fccid=f1d8e147024abb3f&vjs=3
Data Analyst,Saras Analytics,"Hyderabad, Telangana","We are a group of engineers and analysts focused on improving business performance through data analysis.,Strong mathematical skills to help collect, measure,…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=08685d42c640b463&fccid=1809a218656b7d6e&vjs=3
Business Analyst,E2logy Software Solutions,"Noida, Uttar Pradesh","Knowledge of diagrams like data flow, sequence diagrams etc.,Ability to document and analyze required information, and data.",Posted6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=5e4d68b6e3dae75e&fccid=95b8ede44f0fbb49&vjs=3
Engineer Data Analyst,International Centre for Entrepreneurship and...,"Ahmedabad, Gujarat","Responsibilities:Interpret data, analyze results using statistical techniques and provide ongoing reportsDevelop and implement databases, data collection…",Posted21 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=f88ff4b653d69b03&fccid=dd616958bd9ddc12&vjs=3
Business/Data Analyst Analytics,Grazitti,"Mohali, Punjab","Should analyze data and presenting data through reports that aid decision-making.,Your role would need a keen eye for detail, experience as a data analyst, and…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=b2f5d037aadc368c&fccid=6e5568411f933c6e&vjs=3
Business Analyst,Your Retail Coach,"Santacruz, Maharashtra","Should be enable to assess various business opportunities and efficiently making data.,Interpret, evaluate and interrelate research data and develop integrated…",Hiring ongoing,2022-07-26,"₹8,50,000 - ₹9,50,000 a year",https://in.indeed.com/company/MIND-A-MEND/jobs/Business-Analyst-830c180f226a17d6?fccid=13eadb9e997f4add&vjs=3
Data Scientist (Analyst),Scienaptic Systems,"Bengaluru, Karnataka","Coming up with data driven solutions to control risk.,The Data Scientist role will enable you to be at the forefront of latest cutting-edge technology and…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=075c2b74c37cc272&fccid=56256d1c1c084dcf&vjs=3
