job_title,company,job_location,job_summary,post_date,today,job_salary,job_url
Technology Lead : Data Science I Machine Learning,Infosys Limited,"Bengaluru, Karnataka","A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue…",PostedPosted 30+ days ago,2022-07-26,,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0E1kVSxZWqg_3rwn6zUnYbszXdTQpf9L-zhTFANv_MIJ-LsmYd4ECt-y6Uekf4eM19essd7VgIZ8A7MelpJqJhHdKSXOrC1VomqaJ7JbsMZI7-ZHSyJlppWaXK4l0SpULY8VDTK-5McWZiI0Ir2xF9oydd6xKAE6i0Kw1UZX8I6SHefQrHNisgVg8SFJYoCbobIVG8zi3pcLds657Lui6koZuwDIm8pJZQN1AtvZuCHSiXqiFvzJzKLPCophq2h-kBHWxab69d-Wc-7QxhbAVhxvzf7F77K64QDpXmcxB6592kSsogBDYyAICCX9mYCJBefETR0ZdIyBRuyH-MP4Lnr8i6fM2S9rsAsV3PwznLu7MT1krgWXlosAdH-YwDaXeFOOOp1UHPIUpsFq_ezxrzyh7K7L39aZd_O3vfMZLQ4FoI1_H2cIy6LnQQY4yR56dkyOf-a8tH9Tb0h4d4M0Lh-eP30_x2hvd99h2ykr9o4wYUafHqPwc&xkcb=SoCo-_M3bcmIYTWHF50KbzkdCdPP&p=0&fvj=0&vjs=3
"Software Engineer, Machine Learning",Google,"Bengaluru, Karnataka",2 years of relevant work experience in machine learning software development and architectures for machine learning (with focus on deep learning).,PostedPosted 30+ days ago,2022-07-26,,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B6LV1r5rpdxHXQFKF2tEJssbaTH9yAUMN6EqMbe2y0QSZpXHZGWWZrzev39fli2Y9JkOyp7NKKT_yBMXV6G8w7hD2ouPM3Jda8d11fpHwuXp-cPL9OmWCsJl5evC_qayPAzCnMgNmIWNROHeixkMYSSoKaxvk4iU4skQ3meGuMDp23BegHFaYji8sM5is94rn5er37d-iElobSAE95_OPo5zi-WVveJny5Y2QXRul90kuBEiZ2utRih5ghEL_QGnrSrzpTXE9yfx_63o1hBFrDvW7iMbRlvadhRkaq8ZyucekJv46nHlzdI1mznGZjFVhdNXs6Bfu0DX8c4MsP2rirPeyO-x8kRhztxS_5bkDjb3fSmVqJfNGdPJUiwfwbThC20LitOlaZibF8jBcQVDKilQbk--TXu4C-pNPJ08Rsps9CkNWLO4JaVpkb-zwv7-KbDF2DNYe3VVqJ-1NB8-RI731AZ7auC7Np7M6xuK3IzaZRCg-eQrgvXMOjvoZN_8OcW7hl5znOuGnMhsvkMG9GfqeKAK2qFfgab5yrdxw7RPyjvLnw0i7JmL-F7-79xD3793fItxzx3lv1UpDLnPpFbDwy1IJ2znqv5RZVPUqDya9SVW7z_oU505GOeGrcHOFMfrPUYRuOiNsTHY9LvW4KOAJxMi-BjLsNN30TOxnBLBW3bOYe8fensg12dK-YTELzVVJT-c2E4Pv0OQZcYgay4maRzcp-V3paHXdDOUoP6grMTt8Hv6-LQXPWiGauKVI=&xkcb=SoCB-_M3bcmIYTWHF50IbzkdCdPP&p=1&fvj=0&vjs=3
Experienced Over The Shoulder Mechanic- C17,BOEING,"Remote in Air Force Station, Karnataka","This position will focus on supporting the Boeing Defense India (BDI) business organization.,He must be willing to work flexible hours (early or late as needed)…",PostedPosted 3 days ago,2022-07-26,,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D63QRoR8NHes0BU6XF05SdLAJ2qRn_ksMIVtdRlLGFB9iUONA4FrCC6w33WEuBxmYJn7VGvt0-NxoR-fQIspZEdaRKaJgq5PL55VSV88M1YjNHw8_V5H7NNKNkD6wBesdR4Dq5nOenQddIDYNSw_DoJMR8BaOdaeaEV_a_va0Tf18Y2JpaPPLd50e0wbVUJFeJ3mysIAtMIWQdhoS0FPVn9AKjdeza-ijRX6twmkTaU4IE2x2W4CF5T2yD2yHHJW_-h7RP_6MZ1Cb5nrUepYEMq7or_-xPvBfX-aeOqsT2PcdPkuqtL-rx73lsFub5DsdremjdfSxSUDVVZiEO9Wn6Bhd8fxGAOT22CFN3J3R-hBuurcPfnUKEyVweZ6RP5DT9uHq8vejJ-jGrtcfd8bar9deqRxHcvk7wHrOkffnStIm7JA90phFP84vruzF3NzrAwVKFEHLUevNX6NzihaW-0MXnIpvMkWWLdJW5kbsNbdOHjxQwVaEY9MlnkzhJaYjOhNq2SfrBgvl5_RgJExSvfRQPleQKVqE6RRYHYjHg9ckcbMJpnYgAuPKqABJSZBhUO3GN0QI1tpptl8p9E0dxnat3aOgt_Kde3cN7wmVcwAbxcVXizZvZbWTTwHMaRRpjQHUgrqlhdkJ6nSDSK8sYNHAbXpYVX3fzsQb0XDLouSFN9hRXVjoo&xkcb=SoDt-_M3bcmIYT2HF50KbzkdCdPP&p=2&fvj=0&vjs=3
Data Scientist,Infosys Limited,"Bengaluru, Karnataka","Anchor ML development track in a client project • Data collection, profiling, EDA & data preparation • AI Model development, experimentation, tuning &…",PostedPosted 30+ days ago,2022-07-26,,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0E1kVSxZWqg_3rwn6zUnYbszXdTQpf9L-zhTFANv_MIJ-LsmYd4ECt-y6Uekf4eOdPmgTDnbjzo9rcAJ1EbSGllEqVYrC95_7DKxUdJXEqlOy3Rg9ySTxhA0SLrIZvboku6Josb20FzCd3BjJJaRBnmFR0UFH_7rrxIsSKWGAeK16oJnjWeT54a9qY3wfQ-SWjotg2xQDnNtOGvQHqPT-cXoQJ8aeqBMg-gXflrqhwsq4Kug9Zli9BEbXQdfNPk-q3n4wfe1W8W4eEGVg2pO3kQYiGwaye87qbeaQpycRIsfmwvYBrZGwUepKiJJ1UP-C5PJIIDslOaud9-cb62TI6tcUryVt7GPIYPMjdtg9IZAW2gLLpRs5b_vHEd07hj2Xbp56FDKl6SNPY4jqnlniir8oNQrVMY_12A4wj-Dpstc4Y3_zXo6I1i_fOLtoPRfT0G_WQMrIGZe_mC-x7kcic4jUKEK4urIY_hBfJf-kwWdT2fjQ3E2TbdaRnfrZBCQ=&xkcb=SoDE-_M3bcmIYT2HF50IbzkdCdPP&p=3&fvj=0&vjs=3
Python Developer,Infosys Limited,"Bengaluru, Karnataka","Should have a decent understanding of the Machine learning algorithms such as the clustering and classification algorithms, experience in model management, and…",PostedPosted 30+ days ago,2022-07-26,,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0E1kVSxZWqg_3rwn6zUnYbszXdTQpf9L-zhTFANv_MIJ-LsmYd4ECt-y6Uekf4eOZfXrYYcl2LVnH9uO2Y_DyfLCrDVXP07VPS_M-941xyRlmx2SVMRhPJFzseCG_0yG17Dm9CgIFL2QD7EdLfFaLsAY1BBrtK43WlJZwD-g0X60dVGlsdU6ODcXXozDxYJm8EJWxC313UrCQI6Ni2DxK9EYcJR_uXxpHY76ZO43CHZqRtam1ElftYk0X_qsD13pKux-Xzx_yGsMAWl1DCvNWP2g6NcW-iNFeBXbxlfkFP44x4GvakRfPrzmTKIbuTNMfspnC0Gnwe5_hvIePcumEu6Ou4VQsgumrC1YwbVS-LVBdDkfpt0w-JEGfr4L-zAu3BuEsXH34SRwHAyM58znjCuAWSUdTP-xbE9Fc18-qn-5fN6oHLXdMF6u8uvM8c8nHyWk8sGW2BuDl2RqJ7hV7h5SQ6I8szdcPBhjBiPy_ykZYYK7HrxA1pgdwg6eN7Z8=&xkcb=SoD--_M3bcmIYT2HF50ObzkdCdPP&p=4&fvj=0&vjs=3
Senior Data Analyst,AdTech Holding,"Bengaluru, Karnataka","Work on the development of the PropellerAds product: conduct exploratory analysis - put forward hypotheses, select metrics, and conduct research and experiments…",EmployerActive 5 days ago,2022-07-26,"₹80,045 a month",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dy_xM5q855570cmKlZaKpuG5o3QOkhb4A2z5e73SzmRgPAtRgBkSBXAspy_T6R1idBGmDxz3JGJWtuNZczqXCPGspCoENFJiWlAj78ROqkQ0efGem45bw_CyQYKvL_IKGfeskhOj6xsb80wN0iLYX_w6rn84DGjbSuUm4GpJQlnDlVBWpwtylFNbv2hsOG9hlW_hQKVRfMxTR6j_qS7oBc4O5Pw2z5qmYu3svJX5vkbeb6kxmezifB0hPGHBVRAUz-_rR_g2KvTPlOc2NTEvyfsP6p3Nt2IEm39iA1bhrE30ZaG-0G1ZoUBGEHVlcTgL7b5FizT1Ywwj5l8pXkjO-Z08re9G9LEkBye1WMz5RzUNwMBzI31D0Hu4qRrVPFkKWwpkBOdTDBlrX-LbW9CXtz2gYewQ7CajmCrrmjvPVCySIV2K_qEAHZvBAPyBkIKOglwq9KLAWm-gMKf_QTjKCqYde5mHSs41EDQ5uogQ6mkQ==&xkcb=SoBj-_M3bcmIYSWHF50KbzkdCdPP&p=5&fvj=1&vjs=3
Machine Learning Engineer,Oracle,"Bengaluru, Karnataka+1 location","Good understanding of deep learning frameworks (like Tensorflow, Keras or PyTorch).,Design, develop, troubleshoot and debug software programs for databases,…",PostedPosted 14 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=c6995197f480f8a8&fccid=cd22d01053af7669&vjs=3
Machine Learning-Python,Atos,"Pune, Maharashtra","Run machine learning tests and experiments.,Develop machine learning applications according to requirements.,Machine Learning, Data Science, Python, algorithm,…",PostedPosted 3 days ago,2022-07-26,"₹18,00,000 - ₹22,00,000 a year",https://in.indeed.com/company/Atos/jobs/Machine-Learning-Python-79357b5a63819785?fccid=ee6a99db163236c2&vjs=3
Data Analytics,Infochola,India,"Very good experience in Python/R, SQL or on related machine learning technologies.,Responsible for designing & developing analysis with Dashboards,…",PostedJust posted,2022-07-26,,https://in.indeed.com/rc/clk?jk=f8004def0a1a2c31&fccid=47d6d98c145c184f&vjs=3
Machine Learning Data Engineer,BlueOptima,"Remote in Bengaluru, Karnataka",Minimum of 3+ years experience in developing solutions with at least 2+ years using Machine learning Algorithms in industry.,PostedPosted 1 day ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=976dcdb5ae5ccd5d&fccid=57d9d97a05c4ff41&vjs=3
Machine Learning Engineer,Impetus Technologies,"Gurgaon, Haryana","Machine learning and Deep Learning Algorithms.,Machine Learning model development engineers with Natural Language Processing(NLP) and Computer Vision, python…",PostedPosted 5 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=ba11151c1c5287eb&fccid=b229e5604b8c67d7&vjs=3
"Software Engineering Intern, Winter 2023",Google,"Bengaluru, Karnataka","Experience working with some of the following: web application development, Unix/Linux environments, mobile application development, distributed and parallel…",PostedPosted 12 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=f1fd774d2d027591&fccid=a5b4499d9e91a5c6&vjs=3
Cloud Engineer (Remote),Julia Computing,"Remote in Bengaluru, Karnataka","Julia Computing was founded in 2015 by the creators of the Julia programming language for artificial intelligence, machine learning, analytics, data science,…",EmployerActive 3 days ago,2022-07-26,"₹15,00,000 - ₹40,00,000 a year",https://in.indeed.com/company/Julia-Computing/jobs/Cloud-Engineer-2512de4282fa0e19?fccid=e001b9be3277e421&vjs=3
Machine Learning Engineer,DTN,Remote,"Architect and execute prototype machine learning model deployments.,Experience with machine learning operations (model management, deployment, monitoring).",PostedPosted 4 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=3925fa347a908c31&fccid=e800d97a89d68322&vjs=3
Machine Learning Engineer and Big Data Engineer,Infimetrics Info Solutions Pvt. Ltd.,"Bengaluru, Karnataka","Eligibility: M: Tech/BE/MCA with good knowledge of C, C++, Java Python and Data Science.,( Technology in this technology will be added advantage).",EmployerActive 5 days ago,2022-07-26,,https://in.indeed.com/company/Infimetrics/jobs/Machine-Learning-Engineer-Big-Data-Engineer-2c74e40d223d88d6?fccid=086c459036bd1f3d&vjs=3
Associate Data Scientist I,UST Global,"Bengaluru, Karnataka+1 location",Apply machine learning techniques like clustering decision tree learning artificial neural networks etc. to streamline data analysis.,PostedPosted 19 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=b0b47a1ae1ad633f&fccid=810178099fb1fcbc&vjs=3
Machine Learning Developer,Tech Opportunity,"Andheri, Mumbai, Maharashtra","Machine learning: 2 years (Preferred).,We have an urgent opening for Machine learning Developer for Andheri East Location.",PostedPosted 1 day ago,2022-07-26,"₹2,50,000 - ₹6,50,000 a month",https://in.indeed.com/company/Tech-Opportunity/jobs/Machine-Learning-Developer-ff1a72df4f09e2fa?fccid=5b7e2611388c5e80&vjs=3
Machine Learning Engineer,Quantiphi,"Mumbai, Maharashtra","Developing high-level solution architectures and working with our offshore team of big-data engineers and decision science analysts to build, test, and assess…",PostedPosted 4 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=55e6974e816807dc&fccid=1ae4b0fd2737468f&vjs=3
Python Machine Learning/AI Engineer,Mobotics,"Delhi, Delhi","Run machine learning tests and experiments.,Develop machine learning applications according to requirements.,Familiarity with machine learning frameworks (like…",PostedPosted 30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=a6f9b24b677ec082&fccid=55bc5bcb6872e67d&vjs=3
Data Analyst,Maersk,"Chennai, Tamil Nadu","Analyze data and develop machine learning models to support decision making in the business.,Data exploration, analysis, synthesis, and presentation.",PostedPosted 7 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=b86c122301a09805&fccid=14e7391c55beeb80&vjs=3
Machine Learning Engineer,Ideapoke,"Bengaluru, Karnataka","We are looking for an expert in machine learning to help us extract value from our data.,Proficiency with Python and basic libraries for machine learning such…",PostedPosted 7 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=31e37a85bdaad79b&fccid=d5ef081b2c669fc3&vjs=3
Data analyst,Honeywell,"Bengaluru, Karnataka","Join a company that is transforming from a traditional industrial company to a contemporary digital industrial business, harnessing the power of cloud, big data…",PostedPosted 7 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=c53336a9dee8c804&fccid=50208b5bf45ee3b8&vjs=3
Machine Learning Engineer,ServiceNow,"Temporarily Remote in Hyderabad, Telangana","At ServiceNow, our technology makes the world work for everyone, and our people make it possible.,We move fast because the world can’t wait, and we innovate in…",PostedPosted 5 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=b17bcf12db0fa725&fccid=7442885bc0fa7c14&vjs=3
Machine Learning Intern,Hacklab Solutions Private Limited,"Bengaluru, Karnataka","Work on cutting-edge problems around edge AI and implementing machine learning algorithms on embedded devices.,Job Types: Full-time, Internship.",PostedPosted 2 days ago,2022-07-26,"₹12,086 a month",https://in.indeed.com/company/Hacklab-Solutions-Private-Limited/jobs/Machine-Learning-Intern-37e625bc0e8cc26b?fccid=d6bb621224a0eea4&vjs=3
Machine Learning Engineer,PeopleGrove,Remote,"Working knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.).",PostedPosted 30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=374540cc58fe09db&fccid=edb876d8681e9ab0&vjs=3
Data Scientist,Lincode Labs,"Bengaluru, Karnataka","Exposure to model compression and pruning in deep learning.,Excellent knowledge on any/all of the given concepts in Computer Vision - namely Image…",PostedJust posted,2022-07-26,"₹40,000 - ₹1,20,000 a month",https://in.indeed.com/company/Lincode/jobs/Data-Scientist-290b01fd1b5b7f00?fccid=670b9b50a7251405&vjs=3
– Machine Learning Engineer,Sourcedesk Global,"Kolkata, West Bengal","We are looking for a highly capable machine learning engineer to optimize our machine learning systems.,Keeping abreast of developments in machine learning.",PostedPosted 30+ days ago,2022-07-26,"₹6,00,000 - ₹21,60,000 a year",https://in.indeed.com/rc/clk?jk=0b21bdbc3158c092&fccid=bc078768f9e7ca51&vjs=3
Machine Learning Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Develop RESTful APIs to serve machine learning models in production and strong debugging skills.,Job Description and desired Skills for ML Engineer.",PostedPosted 30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=e9f1ad3188805cc5&fccid=b25343f021fb51d7&vjs=3
Associate Machine Learning Scientist,Wadhwani Institute for Artificial Intelligence,"New Delhi, Delhi","Track record of project work in applied machine learning.,As an Associate ML Scientist, you will be responsible for building robust machine learning solutions…",PostedPosted 4 days ago,2022-07-26,"₹15,00,000 - ₹20,00,000 a year",https://in.indeed.com/company/Wadhwani-Institute-for-Artificial-Intelligence/jobs/Associate-Machine-Learning-Scientist-4aae140664ccc760?fccid=5230d94d5c9efffd&vjs=3
Computer Vision Research/ Platform Engineer - Machine Learni...,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Demonstrated past algorithm development in at least one area within machine learning like neural networks, clustering, object tracking.",PostedPosted 30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=92c8c50773ef3378&fccid=b25343f021fb51d7&vjs=3
– Machine Learning Engineer,Sourcedesk Global,"Kolkata, West Bengal","Keeping abreast of developments in machine learning.,Consulting with managers to determine and refine machine learning objectives.",Posted30+ days ago,2022-07-26,"₹6,00,000 - ₹21,60,000 a year",https://in.indeed.com/rc/clk?jk=0b21bdbc3158c092&fccid=bc078768f9e7ca51&vjs=3
Machine Learning Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Develop RESTful APIs to serve machine learning models in production and strong debugging skills.,Enthusiastic self-starter with 4-6+ years industry experience…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=e9f1ad3188805cc5&fccid=b25343f021fb51d7&vjs=3
Associate Machine Learning Scientist,Wadhwani Institute for Artificial Intelligence,"New Delhi, Delhi","Track record of project work in applied machine learning.,As an Associate ML Scientist, you will be responsible for building robust machine learning solutions…",Posted4 days ago,2022-07-26,"₹15,00,000 - ₹20,00,000 a year",https://in.indeed.com/company/Wadhwani-Institute-for-Artificial-Intelligence/jobs/Associate-Machine-Learning-Scientist-4aae140664ccc760?fccid=5230d94d5c9efffd&vjs=3
Computer Vision Research/ Platform Engineer - Machine Learni...,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Demonstrated past algorithm development in at least one area within machine learning like neural networks, clustering, object tracking.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=92c8c50773ef3378&fccid=b25343f021fb51d7&vjs=3
Machine Learning Engineer,MetaMap,"Bengaluru, Karnataka","Ability to train machine learning models, monitor metrics, and set up proper benchmarks.,Train machine learning models, compute metrics, monitor these models…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=7d60ada60bd52bf5&fccid=a378b8388b2661c7&vjs=3
( Pyspark ) Data Scientist,EY,"Bengaluru, Karnataka","Excellent knowledge in statistical techniques and advanced machine learning algorithms - regression, classification, clustering, time series, decision trees,…",PostedJust posted,2022-07-26,"₹15,00,000 - ₹35,89,623 a year",https://in.indeed.com/company/EY/jobs/Data-Scientist-abe8e37403d6281d?fccid=1544766d4c2915b0&vjs=3
Machine Learning Engineer,Alphanet Solution,"Bengaluru, Karnataka","Basic understanding of data analytics and/or machine learning algorithms (e.g., neural networks, tree-based methods, unsupervised learning, etc) and statistics.",Posted10 days ago,2022-07-26,,https://in.indeed.com/company/Alphanet-Solution/jobs/Machine-Learning-Engineer-9520b1bc5c476ce1?fccid=84305eae22afbe63&vjs=3
Data science,Gex Search,"Remote in Hyderabad, Telangana","Implement machine learning frameworks for automatically retraining models, generating accuracy.,Analyse deep learning networks and framework implementations to…",Hiring ongoing,2022-07-26,"₹20,00,000 - ₹22,00,000 a year",https://in.indeed.com/company/Gex-Search/jobs/Data-Science-9466c1dc11002763?fccid=a94ba5c14e3ebcc1&vjs=3
Freelance Content Writer,Badatya Private Limited,"New Delhi, Delhi","Creating content for the company's websites.,Researching ideas and facts pertinent to the topic assigned.,Writing fresh content for social media pages.",Posted1 day ago,2022-07-26,"₹1,000 an hour",https://in.indeed.com/company/badatya/jobs/Freelance-Content-Writer-268728bdc6393f31?fccid=fdd28df1b89bae6d&vjs=3
Admin Manager,Climate Connect,"Delhi, Delhi","As an Admin Manager, you will ensure all support activities run efficiently and effectively to allow the other departments to function smoothly.",Posted5 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=534b4a058f08368f&fccid=73a370368bf25684&vjs=3
Operation Analyst,Financial Fabric,"Kolkata, West Bengal","It combines traditional big data and machine learning technologies to solve different classes of data and analytical problems.,MS-Excel, MS-Word, Outlook.",Hiring ongoing,2022-07-26,"₹12,000 - ₹15,000 a month",https://in.indeed.com/company/Financial-Fabric/jobs/Operation-Analyst-1cacbfb3047c75f0?fccid=dca3aff5914ffeac&vjs=3
Java Developer,Recrosoft Technologies,"Bengaluru, Karnataka","2.Write well designed, testable, efficient code.,3.Ensure designs are in compliance with specifications.,4.Prepare and produce releases of software components.",EmployerActive 4 days ago,2022-07-26,"₹6,60,027 - ₹25,16,037 a year",https://in.indeed.com/company/Recrosoft-Technologies/jobs/Java-Developer-02ba3832c95789ef?fccid=e01a5e1bf33b53e9&vjs=3
Machine Learning Engineer,Hitachi Vantara Corporation,"Pune, Maharashtra","Run machine learning tests and experiments.,Develop machine learning applications according to requirements.,Study and transform data science prototypes.",Posted4 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=d0e65ed9ebd1e3b0&fccid=dd616958bd9ddc12&vjs=3
Machine Learning-Consultant,Wipro Limited,"Bengaluru, Karnataka","You should be able to build a custom Function Module with medium complexity program logic.,Minimum work experience: 5 - 8 YEARS.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=979dc82604c4cdb2&fccid=8d25321c1defe73f&vjs=3
Machine learning engineer,3loq,"Hyderabad, Telangana","0-2 years of machine learning experience.,Machine learning, Data analysis, Statistics & Probability.,Checking data from every stage and every base for assigned…",Posted25 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=73ca5af92b87983b&fccid=419731b610f8043c&vjs=3
KYC System Analyst,Brickendon Consulting,"Remote in Hyderabad, Telangana","Focused on three practice areas of digital, data and automation, our aim is to disrupt the market with the latest machine learning, automation, data analytics…",Posted7 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=b8d418ebb681f03c&fccid=10574a0b77971a0a&vjs=3
Data Science/Data Analytics,Intrics Solutions Pvt Ltd,"Noida, Uttar Pradesh","Hands-on experience in technologies and tools related to NLP, Deep learning and Machine learning.,Responsible for designs and development of enterprise-wide…",EmployerActive 4 days ago,2022-07-26,"₹4,00,000 - ₹8,00,000 a year",https://in.indeed.com/company/Memozin-Private-Limited/jobs/Data-Science-Data-Analytic-0087a14732d9a213?fccid=acd9b7159a3a6b5d&vjs=3
Data Analyst 2-8,PayPal,"Bengaluru, Karnataka+1 location","For example, using machine learning to determine how we identify fraud.,And you will do it all by collaborating with a global team of colleagues across sales,…",Posted4 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=14afacd055317604&fccid=978d9fd9799d55a8&vjs=3
Machine Learning,Angel's Virtual World,"Mayapuri Shopping Centre, Delhi","Designing and developing machine learning and deep learning systems.,Designing machine learning systems.,Running machine learning tests and experiments.",Posted17 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=3ffc0ba15746edb0&fccid=1282f8515fd1e1f7&vjs=3
Machine Learning Engineer,Hitachi,"Pune, Maharashtra","Run machine learning tests and experiments.,Develop machine learning applications according to requirements.,Hitachi Vantara elevates your innovation advantage…",Posted4 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=98f7142b6950796c&fccid=28f79c18789111e8&vjs=3
Data Science/Data Analytics,Excellence and Eminence LLP,"Bengaluru, Karnataka","Developing prediction systems and machine learning algorithms.,Using machine learning tools to select features, create and optimize classifiers.",Posted5 days ago,2022-07-26,"₹18,00,000 - ₹25,00,000 a year",https://in.indeed.com/company/Excellence-and-Eminence-LLP/jobs/Data-Science-Data-Analytic-78e8451ccbd91db7?fccid=5aac79bb04807066&vjs=3
Senior Machine Learning Scientist,Microsoft,"Bengaluru, Karnataka",Strong knowledge and skills in machine learning software development and architectures for machine learning (with focus on deep learning).,Posted3 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=7ac134418d9b3ba7&fccid=734cb5a01ee60f80&vjs=3
Computer Vision Research Engineer - Machine Learning,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Demonstrated past algorithm development in at least one area within machine learning like neural networks, clustering, object tracking.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=fa76e2f911ea10e9&fccid=b25343f021fb51d7&vjs=3
Machine Learning (ML) Research Engineer,Robert Bosch,"Bengaluru, Karnataka","Ability to identify, understand and implement relevant research findings from technical publications.,Design, implementation, and deployment of technical…",Posted20 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=efd8f51ce454a349&fccid=a2faf1301ac6ad4b&vjs=3
Machine Learning Engineer 2,Adobe,"Bengaluru, Karnataka","Changing the world through digital experiences is what Adobe’s all about.,We give everyone—from emerging artists to global brands—everything they need to design…",Posted12 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=b77ee016049701ab&fccid=f89deb5a97c7738a&vjs=3
Data Annotator,Ezeiatech Systems Pvt Ltd,"Gurgaon, Haryana",Work with a team of Machine Learning Engineers and the Data Scientists to ensure the building and delivering high quality datasets for machine training.,PostedToday,2022-07-26,"₹15,000 a month",https://in.indeed.com/company/Ezeiatech-Systems-Pvt-Ltd/jobs/Data-Annotator-05eec54331f227f5?fccid=9c7177c3abe5dbd8&vjs=3
ML Engineer,Enterpret,"Bengaluru, Karnataka","Build & test deep learning models in the areas of few shot learning, text generation, semantic search, ABSA.,We are solving complex problems in natural language…",Posted6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=60d49323159bb771&fccid=f899b5f85073ffd1&vjs=3
"Analyst, Risk Analytics (PPNR/Machine Learning)",Northern Trust Corp.,"Bengaluru, Karnataka","Develops understanding of time series analysis and AI/ML algorithms used in supervised and unsupervised learning.,Gender Equality Index Member, Bloomberg.",Posted11 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=2e628bfa8a747f64&fccid=659d7ed1b53f4cd4&vjs=3
Automation Engineer,Paras Defence & Space Technologies,"Navi Mumbai, Maharashtra+1 location","Experience with robotics, AI and machine learning.,Qualification : Bachelor / Master of Engineering – Electronics/Electrical.",Posted4 days ago,2022-07-26,"₹12,00,000 - ₹18,00,000 a year",https://in.indeed.com/rc/clk?jk=312bddb28481788f&fccid=271abc04da87e685&vjs=3
Cloud Operations Engineer I,EagleView Technologies,"Bengaluru, Karnataka","In cooperation with software engineers, machine learning teams, and finance, you will use a scientific methodology to identify programmatic solutions to achieve…",Posted17 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=5bb3a97cc9b16ced&fccid=f7b190e23d6955d7&vjs=3
Machine Learning-Python,Quant AIs,"New Delhi, Delhi","At least two years' experience as a machine learning engineer.,We use our expertise with the Cloud platforms like Microsoft Azure, along with modern data…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=50b9c0f4b218fe08&fccid=a52c27690b87a177&vjs=3
Associate II - Data Analysis,UST Global,"Thiruvananthapuram, Kerala","As our Applied Machine Learning Engineer, you will collaborate with other data scientists, as well as members of platform engineering team in order to execute…",Posted19 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=2b93766e513b38c9&fccid=810178099fb1fcbc&vjs=3
Machine Learning Engineer,Jumio Corporation,Remote,"Build scalable machine learning models, algorithms, and analytics on large financial datasets (both fiat currency and cryptocurrency) to detect suspicious…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=74f4d2952bb4e5f9&fccid=4010626516c5a842&vjs=3
